x, y,th,
-0.272794783,2.705061913,2.627050093,1.75952E+18
-0.263567984,2.68867898,2.599765425,1.75952E+18
-0.254059345,2.672655821,2.571696594,1.75952E+18
-0.244077593,2.657018661,2.545510289,1.75952E+18
-0.230815366,2.637357473,2.515007879,1.75952E+18
-0.224073499,2.628035545,2.499037307,1.75952E+18
-0.212780654,2.612810612,2.470531297,1.75952E+18
-0.196131274,2.592163324,2.43318902,1.75952E+18
-0.186310723,2.580417395,2.411957007,1.75952E+18
-0.173551098,2.566161156,2.385023741,1.75952E+18
-0.160574958,2.552353382,2.358322729,1.75952E+18
-0.147164956,2.538735151,2.331919611,1.75952E+18
-0.134572282,2.526785135,2.308584196,1.75952E+18
-0.114833117,2.50873518,2.271158424,1.75952E+18
-0.103169292,2.498853922,2.249118539,1.75952E+18
-0.088245884,2.486682892,2.221807492,1.75952E+18
-0.072910897,2.475014925,2.194306542,1.75952E+18
-0.057266533,2.463774204,2.166415284,1.75952E+18
-0.041484471,2.452999115,2.138735438,1.75952E+18
-0.028574187,2.444854259,2.116465592,1.75952E+18
-0.012175813,2.43462348,2.088710514,1.75952E+18
0.004687252,2.425246954,2.061556832,1.75952E+18
0.02515007,2.414220333,2.027143658,1.75952E+18
0.042207714,2.405765295,2.000428621,1.75952E+18
0.059804853,2.397568941,1.973616768,1.75952E+18
0.077573039,2.389955282,1.947136241,1.75952E+18
0.095665455,2.382722378,1.91797291,1.75952E+18
0.110182159,2.377417088,1.895689078,1.75952E+18
0.135908008,2.369010925,1.857535931,1.75952E+18
0.154480711,2.363410473,1.829259946,1.75952E+18
0.1693995,2.35970974,1.808022525,1.75952E+18
0.188034371,2.355052233,1.779929339,1.75952E+18
0.207219943,2.351145506,1.753373506,1.75952E+18
0.225937068,2.347615004,1.724940237,1.75952E+18
0.24515523,2.344466448,1.696481607,1.75952E+18
0.260304779,2.342611551,1.675847059,1.75952E+18
0.27948609,2.340425491,1.649598208,1.75952E+18
0.306595832,2.338297844,1.61119237,1.75952E+18
0.31802094,2.337709665,1.596362393,1.75952E+18
0.341352195,2.337175131,1.562988399,1.75952E+18
0.360559821,2.337314367,1.537143997,1.75952E+18
0.37963599,2.337850571,1.511507031,1.75952E+18
0.397118181,2.33902359,1.48672868,1.75952E+18
0.414591372,2.340318441,1.461246681,1.75952E+18
0.433514357,2.342586279,1.43549179,1.75952E+18
0.452510953,2.345099926,1.407783682,1.75952E+18
0.476366132,2.349238396,1.375538536,1.75952E+18
0.494966775,2.352361441,1.347113195,1.75952E+18
0.513104081,2.357076406,1.322177073,1.75952E+18
0.532070696,2.361664295,1.293647648,1.75952E+18
0.549116731,2.366647243,1.272065532,1.75952E+18
0.565637589,2.371680498,1.249130269,1.75952E+18
0.58389163,2.377711058,1.223102426,1.75952E+18
0.607590377,2.386446238,1.18923628,1.75952E+18
0.620379865,2.391321182,1.170459872,1.75952E+18
0.641810358,2.400794744,1.139836872,1.75952E+18
0.659303248,2.408665419,1.112514695,1.75952E+18
0.676502109,2.417143822,1.08647149,1.75952E+18
0.692370772,2.425512552,1.062811024,1.75952E+18
0.707369864,2.433664322,1.039139978,1.75952E+18
0.723897696,2.443547726,1.012216116,1.75952E+18
0.740521312,2.453700542,0.984998202,1.75952E+18
0.75959146,2.466508865,0.953957392,1.75952E+18
0.775417626,2.477640152,0.927513575,1.75952E+18
0.791112006,2.489309311,0.901870664,1.75952E+18
0.806609631,2.501455545,0.877322286,1.75952E+18
0.820307374,2.512860775,0.854319169,1.75952E+18
0.833288014,2.524039984,0.830855307,1.75952E+18
0.847613811,2.537074327,0.805101651,1.75952E+18
0.865751147,2.554508209,0.770059378,1.75952E+18
0.875146031,2.564068794,0.750964103,1.75952E+18
0.891098499,2.581218243,0.719840468,1.75952E+18
0.904096365,2.595831633,0.694108815,1.75952E+18
0.91644448,2.610721111,0.668970613,1.75952E+18
0.927339315,2.624433994,0.645137106,1.75952E+18
0.937803268,2.638237238,0.622063271,1.75952E+18
0.94914335,2.653923273,0.596704258,1.75952E+18
0.960150719,2.670125246,0.569991612,1.75952E+18
0.970716953,2.686326504,0.543320623,1.75952E+18
0.98270756,2.706438065,0.514560086,1.75952E+18
0.992240548,2.7234025,0.487943127,1.75952E+18
1.001562357,2.740838528,0.461488423,1.75952E+18
1.009439349,2.756667614,0.438683737,1.75952E+18
1.016782045,2.771972895,0.415997674,1.75952E+18
1.024516225,2.78953433,0.39059157,1.75952E+18
1.034301877,2.813215494,0.356399234,1.75952E+18
1.038952351,2.825545788,0.338325954,1.75952E+18
1.046723247,2.847793102,0.307499033,1.75952E+18
1.052588344,2.866571665,0.283435894,1.75952E+18
1.05802536,2.885258436,0.257630039,1.75952E+18
1.06294167,2.902923346,0.233454925,1.75952E+18
1.066681504,2.919209719,0.211268219,1.75952E+18
1.070951939,2.938071251,0.184781168,1.75952E+18
1.074507475,2.957391739,0.159905353,1.75952E+18
1.07780695,2.976537228,0.133874719,1.75952E+18
1.080727816,2.999387503,0.104491992,1.75952E+18
1.0828861,3.018768072,0.077909866,1.75952E+18
1.084394932,3.038401604,0.052040303,1.75952E+18
1.085321784,3.056749582,0.028984153,1.75952E+18
1.085942268,3.073423624,0.006581752,1.75952E+18
1.086067796,3.092554808,-0.018821648,1.75952E+18
1.085581303,3.118782043,-0.0524179,1.75952E+18
1.084769368,3.135453224,-0.073748306,1.75952E+18
1.083464384,3.154966593,-0.099599054,1.75952E+18
1.081532598,3.173989296,-0.125016776,1.75952E+18
1.079424024,3.192093372,-0.147476378,1.75952E+18
1.076658607,3.211276054,-0.169911397,1.75952E+18
1.073809862,3.22792244,-0.191719801,1.75952E+18
1.068693399,3.253484249,-0.22683665,1.75952E+18
1.065842628,3.265908003,-0.244235015,1.75952E+18
1.060198426,3.288884163,-0.274063237,1.75952E+18
1.054818511,3.307663202,-0.296713393,1.75952E+18
1.049270034,3.326059103,-0.321009779,1.75952E+18
1.043464065,3.343243837,-0.345875889,1.75952E+18
1.036963701,3.361602306,-0.370547757,1.75952E+18
1.027971625,3.384440184,-0.400444596,1.75952E+18
1.023447394,3.395395279,-0.414472619,1.75952E+18
1.015678763,3.413132191,-0.437752554,1.75952E+18
1.007727981,3.430209637,-0.461995892,1.75952E+18
0.996762276,3.452022314,-0.492887725,1.75952E+18
0.987719834,3.469186068,-0.518271585,1.75952E+18
0.978525341,3.485291243,-0.540606914,1.75952E+18
0.968597531,3.501881838,-0.56445721,1.75952E+18
0.959892929,3.515774012,-0.584946703,1.75952E+18
0.9450109,3.537894249,-0.618790484,1.75952E+18
0.937924147,3.54807806,-0.634474371,1.75952E+18
0.923822582,3.567050219,-0.664115888,1.75952E+18
0.911960781,3.582270622,-0.687418887,1.75952E+18
0.899693251,3.597292185,-0.711520556,1.75952E+18
0.887501895,3.611501932,-0.736039792,1.75952E+18
0.874392629,3.625926256,-0.76060335,1.75952E+18
0.863073051,3.637860537,-0.780477601,1.75952E+18
0.844318986,3.656722069,-0.810926542,1.75952E+18
0.830227137,3.670235395,-0.834787505,1.75952E+18
0.817847729,3.681564569,-0.855776351,1.75952E+18
0.803185463,3.694271088,-0.880321236,1.75952E+18
0.788248122,3.706861258,-0.90589724,1.75952E+18
0.773573995,3.71846056,-0.929390117,1.75952E+18
0.757916927,3.730127096,-0.953534017,1.75952E+18
0.744448721,3.739672422,-0.973426125,1.75952E+18
0.728266716,3.750688553,-0.997705393,1.75952E+18
0.711731195,3.761349201,-1.021978744,1.75952E+18
0.691829383,3.773614883,-1.051016982,1.75952E+18
0.675232053,3.78324604,-1.074642644,1.75952E+18
0.657885551,3.792719841,-1.099032544,1.75952E+18
0.641408801,3.80124259,-1.120711487,1.75952E+18
0.623753309,3.809756041,-1.143320367,1.75952E+18
0.608407736,3.816920042,-1.163901277,1.75952E+18
0.590406537,3.824433088,-1.186489046,1.75952E+18
0.565851629,3.834368229,-1.21963013,1.75952E+18
0.550458014,3.839871407,-1.239515554,1.75952E+18
0.532170773,3.846158743,-1.264448303,1.75952E+18
0.513365209,3.852271795,-1.288353814,1.75952E+18
0.49539721,3.857438564,-1.309576915,1.75952E+18
0.476409376,3.86255312,-1.331538591,1.75952E+18
0.460493475,3.866401196,-1.350326228,1.75952E+18
0.441096753,3.870809078,-1.374594844,1.75952E+18
0.415137768,3.875833988,-1.405965985,1.75952E+18
0.398867488,3.878646612,-1.425989287,1.75952E+18
0.38415131,3.880764961,-1.443593893,1.75952E+18
0.360110581,3.883916855,-1.472805905,1.75952E+18
0.341103166,3.885483742,-1.494105508,1.75952E+18
0.321340024,3.887143612,-1.517209214,1.75952E+18
0.305675268,3.888053656,-1.534645004,1.75952E+18
0.286039472,3.88868928,-1.557342691,1.75952E+18
0.266615272,3.888988256,-1.580208767,1.75952E+18
0.243259564,3.888747215,-1.606958138,1.75952E+18
0.223446921,3.888085365,-1.630553239,1.75952E+18
0.204127654,3.886847496,-1.654490938,1.75952E+18
0.184681281,3.885117054,-1.678517808,1.75952E+18
0.165491506,3.88314867,-1.700798517,1.75952E+18
0.149779022,3.881273985,-1.718832458,1.75952E+18
0.130349457,3.878304958,-1.740019784,1.75952E+18
0.103172205,3.873612165,-1.770991582,1.75952E+18
0.087988846,3.870396376,-1.788661445,1.75952E+18
0.068507731,3.866236448,-1.811277423,1.75952E+18
0.04974192,3.861523867,-1.83325962,1.75952E+18
0.030779984,3.856380939,-1.855963265,1.75952E+18
0.012084333,3.850903749,-1.878669928,1.75952E+18
-0.002829324,3.846191883,-1.897138551,1.75952E+18
-0.021093607,3.840121746,-1.92030043,1.75952E+18
-0.039146513,3.833374977,-1.942770684,1.75952E+18
-0.060997676,3.82486701,-1.969006303,1.75952E+18
-0.079278603,3.817173481,-1.991574509,1.75952E+18
-0.097364783,3.809127569,-2.012752533,1.75952E+18
-0.114968516,3.800733805,-2.034338738,1.75952E+18
-0.132543117,3.791936636,-2.056073181,1.75952E+18
-0.146389529,3.784604788,-2.074073726,1.75952E+18
-0.163827926,3.77512002,-2.096583327,1.75952E+18
-0.180920392,3.765055418,-2.118049154,1.75952E+18
-0.200745583,3.752845764,-2.144792357,1.75952E+18
-0.217378572,3.742109537,-2.167389943,1.75952E+18
-0.233475775,3.731202841,-2.1895389,1.75952E+18
-0.249411076,3.719841242,-2.211348096,1.75952E+18
-0.265110672,3.708221197,-2.235770174,1.75952E+18
-0.277555436,3.698644638,-2.254130803,1.75952E+18
-0.292635113,3.686322212,-2.277449136,1.75952E+18
-0.313498676,3.668215752,-2.306825411,1.75952E+18
-0.325098455,3.657692909,-2.324744213,1.75952E+18
-0.339777797,3.644118786,-2.348097256,1.75952E+18
-0.353190869,3.630497932,-2.368873012,1.75952E+18
-0.36713627,3.616409063,-2.390699399,1.75952E+18
-0.38038063,3.601879597,-2.410581547,1.75952E+18
-0.390918761,3.590157986,-2.428061218,1.75952E+18
-0.404065281,3.575186014,-2.450273887,1.75952E+18
-0.416523993,3.560179472,-2.473345358,1.75952E+18
-0.431148827,3.541481733,-2.500117194,1.75952E+18
-0.443139732,3.525420427,-2.522150112,1.75952E+18
-0.454394072,3.509601116,-2.541990152,1.75952E+18
-0.46569708,3.493189335,-2.562858521,1.75952E+18
-0.476423055,3.4765203,-2.584279313,1.75952E+18
-0.484799206,3.463178158,-2.602334889,1.75952E+18
-0.495121419,3.446110725,-2.623780104,1.75952E+18
-0.504517078,3.429206848,-2.644390153,1.75952E+18
-0.515638769,3.408581972,-2.669411402,1.75952E+18
-0.524682283,3.390657425,-2.691504709,1.75952E+18
-0.533325076,3.372854233,-2.712512719,1.75952E+18
-0.541412711,3.354892254,-2.734331738,1.75952E+18
-0.549278438,3.336892843,-2.756366106,1.75952E+18
-0.555021763,3.322357893,-2.772531977,1.75952E+18
-0.562243581,3.303925514,-2.794062977,1.75952E+18
-0.568922758,3.285399199,-2.815220245,1.75952E+18
-0.576680899,3.262742758,-2.841263213,1.75952E+18
-0.582583427,3.243797779,-2.862311783,1.75952E+18
-0.587983251,3.22500062,-2.883248495,1.75952E+18
-0.592983902,3.205737829,-2.904684948,1.75952E+18
-0.597848535,3.186688185,-2.928016904,1.75952E+18
-0.601074994,3.17109704,-2.945901836,1.75952E+18
-0.605000019,3.151591301,-2.968386751,1.75952E+18
-0.608377814,3.131954908,-2.990420292,1.75952E+18
-0.611726284,3.108628511,-3.01540704,1.75952E+18
-0.614330113,3.089216471,-3.037796028,1.75952E+18
-0.616306603,3.069519043,-3.061095803,1.75952E+18
-0.617929578,3.049793482,-3.083985557,1.75952E+18
-0.619092524,3.030382872,-3.106021514,1.75952E+18
-0.619712591,3.014472961,-3.123171159,1.75952E+18
-0.620029032,2.994690895,3.139514189,1.75952E+18
-0.620096326,2.974856377,3.11673583,1.75952E+18
-0.619217455,2.951315641,3.09031464,1.75952E+18
-0.618343771,2.93163991,3.066770045,1.75952E+18
-0.616757572,2.912015676,3.045186036,1.75952E+18
-0.614920974,2.892550707,3.023522721,1.75952E+18
-0.612592161,2.872943401,2.999918552,1.75952E+18
-0.610290289,2.857150555,2.981376745,1.75952E+18
-0.607237875,2.837345839,2.958866473,1.75952E+18
-0.603599012,2.818011284,2.936778508,1.75952E+18
-0.598753452,2.794815779,2.910530796,1.75952E+18
-0.594299674,2.775472403,2.887355345,1.75952E+18
-0.589275181,2.756147861,2.866094446,1.75952E+18
-0.584029198,2.737268925,2.844406556,1.75952E+18
-0.578132749,2.718185663,2.822260584,1.75952E+18
-0.573159218,2.703335047,2.805254473,1.75952E+18
-0.566692591,2.684526682,2.782873563,1.75952E+18
-0.559703171,2.66610384,2.760997782,1.75952E+18
-0.550867796,2.644001007,2.732945026,1.75952E+18
-0.54274708,2.625796795,2.710440187,1.75952E+18
-0.53458482,2.607843161,2.688626287,1.75952E+18
-0.526519656,2.591455221,2.668633469,1.75952E+18
-0.518800914,2.576245785,2.649942883,1.75952E+18
-0.511672795,2.562774658,2.632948563,1.75952E+18
-0.501864076,2.545574903,2.615115699,1.75952E+18
-0.491632134,2.527673483,2.597799841,1.75952E+18
-0.47925964,2.507487774,2.576152857,1.75952E+18
-0.468949705,2.491096258,2.554705905,1.75952E+18
-0.45818153,2.47461462,2.532055343,1.75952E+18
-0.446755707,2.458221912,2.50866594,1.75952E+18
-0.43524617,2.442695618,2.487745373,1.75952E+18
-0.426948339,2.431761026,2.471220434,1.75952E+18
-0.417359382,2.419647932,2.453829851,1.75952E+18
-0.406061172,2.405939817,2.433732998,1.75952E+18
-0.390792012,2.388248205,2.413124146,1.75952E+18
-0.376925915,2.372724771,2.393702958,1.75952E+18
-0.363174498,2.358086109,2.373110251,1.75952E+18
-0.349628985,2.344058514,2.352375541,1.75952E+18
-0.335891932,2.330433369,2.331922503,1.75952E+18
-0.324625671,2.319673061,2.312903709,1.75952E+18
-0.309703529,2.305995703,2.289932125,1.75952E+18
-0.294823825,2.293141603,2.270017869,1.75952E+18
-0.279598624,2.280202389,2.248761978,1.75952E+18
-0.260933667,2.265447378,2.223658768,1.75952E+18
-0.245348409,2.253548861,2.201417123,1.75952E+18
-0.229352489,2.242016077,2.179450348,1.75952E+18
-0.212986037,2.230499506,2.155973034,1.75952E+18
-0.199930236,2.221892357,2.138563397,1.75952E+18
-0.183145747,2.211184025,2.116849466,1.75952E+18
-0.166112259,2.200843334,2.095712046,1.75952E+18
-0.1489162,2.190830469,2.074480247,1.75952E+18
-0.127581716,2.179208994,2.048683715,1.75952E+18
-0.109825179,2.169984102,2.026140549,1.75952E+18
-0.092070721,2.161279917,2.004050621,1.75952E+18
-0.074140146,2.153095484,1.98314654,1.75952E+18
-0.059780091,2.146517515,1.96503585,1.75952E+18
-0.041199457,2.139055729,1.943319585,1.75952E+18
-0.02257945,2.131757736,1.922394168,1.75952E+18
-0.000263976,2.123621225,1.896644627,1.75952E+18
0.018759688,2.117305517,1.876539938,1.75952E+18
0.037872646,2.111464739,1.855494854,1.75952E+18
0.057196129,2.105919361,1.834225806,1.75952E+18
0.076633573,2.100740671,1.813283593,1.75952E+18
0.092314743,2.096711874,1.795796014,1.75952E+18
0.111645743,2.092657804,1.776787349,1.75952E+18
0.129547939,2.088825464,1.757156839,1.75952E+18
0.148971647,2.085266829,1.736264366,1.75952E+18
0.174295396,2.081120014,1.708163765,1.75952E+18
0.194045752,2.078429937,1.687302054,1.75952E+18
0.2139543,2.076187372,1.665013426,1.75952E+18
0.233678415,2.074196577,1.643736851,1.75952E+18
0.249578387,2.073147297,1.62768072,1.75952E+18
0.269516766,2.071939707,1.605430962,1.75952E+18
0.289377242,2.071342707,1.583589133,1.75952E+18
0.313439012,2.071117163,1.557867964,1.75952E+18
0.333256036,2.07136488,1.538712384,1.75952E+18
0.353512943,2.072105646,1.518846577,1.75952E+18
0.373479664,2.073179483,1.498063047,1.75952E+18
0.393502772,2.074560165,1.476308462,1.75952E+18
0.409119695,2.076286077,1.459728785,1.75952E+18
0.429024637,2.078370333,1.437629043,1.75952E+18
0.45685786,2.082436562,1.409837981,1.75952E+18
0.468802005,2.084287167,1.396982905,1.75952E+18
0.493641227,2.088804245,1.367963322,1.75952E+18
0.510562301,2.092279911,1.35040326,1.75952E+18
0.52992624,2.096549749,1.329859228,1.75952E+18
0.549390078,2.101307869,1.311610241,1.75952E+18
0.567334116,2.106163502,1.294159837,1.75952E+18
0.586218894,2.111358643,1.271420752,1.75952E+18
0.609647214,2.118706942,1.244791548,1.75952E+18
0.620860696,2.122409344,1.232427254,1.75952E+18
0.646811843,2.131945372,1.204029911,1.75952E+18
0.662156701,2.137769938,1.186779674,1.75952E+18
0.681985021,2.145875692,1.164348911,1.75952E+18
0.700454891,2.153921843,1.143863276,1.75952E+18
0.714990973,2.160562038,1.127038163,1.75952E+18
0.733184874,2.169275761,1.105904566,1.75952E+18
0.758107603,2.182008982,1.077695638,1.75952E+18
0.768756688,2.187658787,1.065783081,1.75952E+18
0.789926708,2.199420452,1.039975458,1.75952E+18
0.807314336,2.209682226,1.01909856,1.75952E+18
0.824405432,2.220192909,0.998553604,1.75952E+18
0.841129065,2.231020212,0.977471809,1.75952E+18
0.854422688,2.239750624,0.960467803,1.75952E+18
0.87074244,2.251427889,0.939861705,1.75952E+18
0.893514931,2.268148899,0.91124468,1.75952E+18
0.903069794,2.275421858,0.898281947,1.75952E+18
0.921791613,2.290448904,0.874149765,1.75952E+18
0.937124729,2.303306103,0.85331454,1.75952E+18
0.9522596,2.316602707,0.832257573,1.75952E+18
0.967078388,2.330074787,0.809501725,1.75952E+18
0.978847742,2.341279984,0.794259299,1.75952E+18
0.993365943,2.355719805,0.77438446,1.75952E+18
1.007289767,2.369988203,0.754635335,1.75952E+18
1.021001577,2.384667873,0.736338371,1.75952E+18
1.037254453,2.402623653,0.711330477,1.75952E+18
1.050259709,2.417958975,0.69046795,1.75952E+18
1.062997222,2.433187962,0.668273007,1.75952E+18
1.075187325,2.448830366,0.646273237,1.75952E+18
1.084904432,2.461526632,0.629984216,1.75952E+18
1.096642852,2.477897406,0.611350287,1.75952E+18
1.112785816,2.501006126,0.582475317,1.75952E+18
1.119414687,2.511079788,0.570382123,1.75952E+18
1.132188082,2.531155348,0.545850492,1.75952E+18
1.142644525,2.548197746,0.526142716,1.75952E+18
1.152753353,2.565672636,0.50587056,1.75952E+18
1.162719965,2.583654642,0.484821462,1.75952E+18
1.170087576,2.597792387,0.469147917,1.75952E+18
1.179135203,2.615553617,0.447729915,1.75952E+18
1.19102788,2.640767097,0.419584526,1.75952E+18
1.195937872,2.651776075,0.40835265,1.75952E+18
1.205405593,2.674123287,0.38386343,1.75952E+18
1.21317184,2.693111658,0.363137337,1.75952E+18
1.220083475,2.711791754,0.342998948,1.75952E+18
1.226337552,2.728827953,0.324215007,1.75952E+18
1.231868625,2.74546814,0.305638978,1.75952E+18
1.237931013,2.764673471,0.284548927,1.75952E+18
1.24531281,2.790024042,0.258252616,1.75952E+18
1.249007106,2.803809166,0.24524395,1.75952E+18
1.254629016,2.827296495,0.222729438,1.75952E+18
1.259270906,2.846933603,0.202403518,1.75952E+18
1.26317203,2.866625071,0.182287073,1.75952E+18
1.266575813,2.884611607,0.163017388,1.75952E+18
1.269326091,2.901721478,0.144324148,1.75952E+18
1.272181273,2.9214921,0.122741071,1.75952E+18
1.274594426,2.941395998,0.104086868,1.75952E+18
1.276757836,2.961458683,0.085099257,1.75952E+18
1.278662682,2.985416174,0.062019143,1.75952E+18
1.279979825,3.005635738,0.041134305,1.75952E+18
1.280781865,3.025463104,0.020864247,1.75952E+18
1.28115499,3.044023991,0.00419088,1.75952E+18
1.281181812,3.061304808,-0.011170305,1.75952E+18
1.28097713,3.081400394,-0.029311747,1.75952E+18
1.279972434,3.108466864,-0.054071828,1.75952E+18
1.279410362,3.121533871,-0.067707678,1.75952E+18
1.277674079,3.145233631,-0.091893512,1.75952E+18
1.275798798,3.165066242,-0.111226914,1.75952E+18
1.273602366,3.184890747,-0.130497071,1.75952E+18
1.271119952,3.203365088,-0.14899772,1.75952E+18
1.268530965,3.22074914,-0.16571767,1.75952E+18
1.26499176,3.240770578,-0.184468513,1.75952E+18
1.261219382,3.260566235,-0.203760887,1.75952E+18
1.257297754,3.279888153,-0.222963481,1.75952E+18
1.251934052,3.303198099,-0.246412448,1.75952E+18
1.246892929,3.322520733,-0.265415158,1.75952E+18
1.241626859,3.342205524,-0.284407163,1.75952E+18
1.236219406,3.359875679,-0.301038043,1.75952E+18
1.231266737,3.37639904,-0.318038372,1.75952E+18
1.224853039,3.395331621,-0.337280799,1.75952E+18
1.218244672,3.414249659,-0.358447045,1.75952E+18
1.211184859,3.433045626,-0.379616762,1.75952E+18
1.202088475,3.455462694,-0.401325546,1.75952E+18
1.194356918,3.473822832,-0.418800727,1.75952E+18
1.186100721,3.492278337,-0.436535893,1.75952E+18
1.178661704,3.508990526,-0.455459282,1.75952E+18
1.170512438,3.524539232,-0.472895247,1.75952E+18
1.161270261,3.542455196,-0.492377328,1.75952E+18
1.151970983,3.560277939,-0.510655507,1.75952E+18
1.142042518,3.577866077,-0.528964532,1.75952E+18
1.129753947,3.598705292,-0.551470332,1.75952E+18
1.119217634,3.615809679,-0.572075235,1.75952E+18
1.108317733,3.633031368,-0.592944039,1.75952E+18
1.097509265,3.648570776,-0.611977278,1.75952E+18
1.087938309,3.662573338,-0.630410264,1.75952E+18
1.076135874,3.678821564,-0.648621174,1.75952E+18
1.059557676,3.70039463,-0.675707229,1.75952E+18
1.051223755,3.710741758,-0.690325985,1.75952E+18
1.0354321,3.72949481,-0.715971632,1.75952E+18
1.022040248,3.74467659,-0.735778127,1.75952E+18
1.008390427,3.759562969,-0.754553087,1.75952E+18
