x, y, theta, stamp, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.3825739665600668e-07, 1.7613416686060902e+18, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.3825512291635206e-07, 1.7613416686465423e+18, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.3825328027183965e-07, 1.7613416686968015e+18, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.3825598598836782e-07, 1.7613416687660037e+18, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.3825711762877626e-07, 1.7613416688066724e+18, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.382595941664773e-07, 1.7613416688577528e+18, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.3826518850599812e-07, 1.761341668906573e+18, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.3826981491201508e-07, 1.7613416689567526e+18, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.3827154781953895e-07, 1.7613416690174016e+18, 
-2.070535742859647e-08, 2.410035904176766e-08, -2.3827260885439775e-07, 1.7613416690478996e+18, 
7.93201252236031e-05, -4.765062112710439e-05, 0.0005784022127749486, 1.7613416691164035e+18, 
0.007440280169248581, 8.410665031988174e-05, 0.007464003740752597, 1.7613416692076068e+18, 
0.02410525269806385, 0.00015694578178226948, 0.016496986282212394, 1.7613416693076058e+18, 
0.047287050634622574, 0.0010053722653537989, 0.03257931549133511, 1.7613416694045821e+18, 
0.08220639079809189, 0.0026393618900328875, 0.05220784457367794, 1.7613416695148237e+18, 
0.11095664650201797, 0.004567749798297882, 0.06912364639942091, 1.7613416696066086e+18, 
0.14156457781791687, 0.00732575124129653, 0.08907595104010407, 1.7613416697065656e+18, 
0.1716710329055786, 0.010662481188774109, 0.1102293692577539, 1.7613416698045798e+18, 
0.1998492032289505, 0.014422569423913956, 0.1711310071380306, 1.7613416698960264e+18, 
0.23116518557071686, 0.02151739038527012, 0.2916456736080888, 1.7613416700066148e+18, 
0.25885406136512756, 0.031247856095433235, 0.4079121485084624, 1.7613416701065833e+18, 
0.2850194573402405, 0.04386082664132118, 0.5041589384829893, 1.7613416702035968e+18, 
0.3159598410129547, 0.062130384147167206, 0.5741554564455977, 1.761341670317877e+18, 
0.33781898021698, 0.07702494412660599, 0.6499011879795791, 1.7613416704066017e+18, 
0.36219078302383423, 0.0965668261051178, 0.7020126583900007, 1.761341670506585e+18, 
0.3841885030269623, 0.1156836673617363, 0.7188811177776329, 1.7613416706025928e+18, 
0.4105152487754822, 0.13922865688800812, 0.7326026320307664, 1.761341670716852e+18, 
0.43083593249320984, 0.15806607902050018, 0.7452229440085105, 1.7613416708066225e+18, 
0.45293503999710083, 0.1792336404323578, 0.7630319297221427, 1.761341670906597e+18, 
0.4740714430809021, 0.20019489526748657, 0.7944288903577271, 1.7613416710025966e+18, 
0.49840235710144043, 0.2259637713432312, 0.8156411219170977, 1.7613416711169508e+18, 
0.5170950293540955, 0.2457418143749237, 0.8172784349966664, 1.7613416712066222e+18, 
0.5379267930984497, 0.2685776948928833, 0.8455370345997646, 1.761341671306591e+18, 
0.5579074025154114, 0.2917199730873108, 0.8954650048175533, 1.7613416714075876e+18, 
0.5791639685630798, 0.3189649283885956, 0.9141219123356427, 1.7613416715168008e+18, 
0.5955166816711426, 0.3407185971736908, 0.9372248509412152, 1.7613416716066312e+18, 
0.6131319403648376, 0.36571788787841797, 0.967313741234222, 1.761341671706597e+18, 
0.6304545402526855, 0.391461580991745, 0.9854773575566383, 1.761341671806622e+18, 
0.6478855013847351, 0.41864514350891113, 1.014872418768649, 1.761341671912673e+18, 
0.6633276343345642, 0.44378095865249634, 1.0233658529340457, 1.7613416720066097e+18, 
0.6779527068138123, 0.4686891436576843, 1.041047757933958, 1.7613416721026012e+18, 
0.6934562921524048, 0.49560508131980896, 1.0556818316635568, 1.7613416722026273e+18, 
0.70975261926651, 0.5253270864486694, 1.0763514634636382, 1.761341672312769e+18, 
0.7235316038131714, 0.5511378645896912, 1.091308299172328, 1.761341672408714e+18, 
0.7374977469444275, 0.5783441662788391, 1.0931676406549866, 1.7613416725066068e+18, 
0.7512916326522827, 0.6058319807052612, 1.1114667595098684, 1.761341672606652e+18, 
0.7638393640518188, 0.6309764385223389, 1.1080964291917939, 1.761341672696525e+18, 
0.7784447073936462, 0.6608975529670715, 1.1122025372394886, 1.7613416728076088e+18, 
0.7918979525566101, 0.6889671683311462, 1.126478859475488, 1.761341672906693e+18, 
0.805404782295227, 0.7169678211212158, 1.1039377444484544, 1.761341673006672e+18, 
0.8177564740180969, 0.7413862943649292, 1.0897482788917552, 1.7613416730968666e+18, 
0.8342651128768921, 0.7719111442565918, 1.0328345012676845, 1.7613416732077732e+18, 
0.8505192399024963, 0.7975649833679199, 0.9589232589680222, 1.761341673306122e+18, 
0.8689060211181641, 0.8217345476150513, 0.8622097977001177, 1.7613416734067156e+18, 
0.8857033848762512, 0.8398558497428894, 0.7433127944209974, 1.7613416734961795e+18, 
0.9072587490081787, 0.8580452799797058, 0.579498819332867, 1.7613416736077125e+18, 
0.9327448010444641, 0.873771607875824, 0.4839866435597133, 1.76134167370599e+18, 
0.9600350856781006, 0.8875195384025574, 0.41322424175411027, 1.7613416738064563e+18, 
0.9853693842887878, 0.8979577422142029, 0.33791813372790924, 1.7613416738970468e+18, 
1.017868995666504, 0.90870201587677, 0.28099566100652235, 1.7613416740061783e+18, 
1.047113060951233, 0.9171950221061707, 0.2746461425129566, 1.7613416741067535e+18, 
1.0762492418289185, 0.9253066182136536, 0.26466476473157124, 1.7613416742068754e+18, 
1.0998499393463135, 0.9314238429069519, 0.2613444947117136, 1.761341674297326e+18, 
1.1284058094024658, 0.9388352632522583, 0.2335684012583034, 1.7613416744066225e+18, 
1.1513164043426514, 0.9443474411964417, 0.2152503446657061, 1.7613416745066214e+18, 
1.1735994815826416, 0.9492379426956177, 0.19074054907425791, 1.7613416746066895e+18, 
1.1920194625854492, 0.9529253244400024, 0.16935840661777088, 1.761341674716633e+18, 
1.2094393968582153, 0.9560227394104004, 0.14711496255348308, 1.7613416748059945e+18, 
1.2293636798858643, 0.9590604305267334, 0.12309999249554185, 1.7613416749066995e+18, 
1.2510486841201782, 0.9613128304481506, 0.08535618575026212, 1.761341675006657e+18, 
1.268805980682373, 0.9629791975021362, 0.059288905976754784, 1.76134167509724e+18, 
1.2905845642089844, 0.964407742023468, 0.03545334336063401, 1.7613416752076582e+18, 
1.3132405281066895, 0.9651920795440674, 0.00885442812134562, 1.7613416753086656e+18, 
1.3364232778549194, 0.9650599360466003, -0.033154619770139115, 1.7613416754046272e+18, 
1.3604505062103271, 0.9640739560127258, -0.051400974284030225, 1.7613416754964214e+18, 
1.3825747966766357, 0.9629478454589844, -0.06842574984260068, 1.761341675606668e+18, 
1.4009510278701782, 0.9616914987564087, -0.08353091312182308, 1.7613416757066458e+18, 
1.4231939315795898, 0.9596379995346069, -0.09270781167291402, 1.761341675804726e+18, 
1.4393222332000732, 0.9583184719085693, -0.10638459969839814, 1.7613416758960197e+18, 
1.4586480855941772, 0.9561770558357239, -0.12722619149029854, 1.7613416760066427e+18, 
1.4746943712234497, 0.9542999267578125, -0.14050923518025416, 1.7613416761066678e+18, 
1.4863581657409668, 0.9528210759162903, -0.15571463698933563, 1.761341676203756e+18, 
1.499299168586731, 0.9507577419281006, -0.1704379792733249, 1.7613416762962964e+18, 
1.519493579864502, 0.9472907185554504, -0.17557001092352637, 1.7613416764067402e+18, 
1.5344393253326416, 0.9447749853134155, -0.1880431629860557, 1.761341676506657e+18, 
1.5501625537872314, 0.9416568875312805, -0.2148775566897808, 1.7613416766027423e+18, 
1.5648421049118042, 0.9385101199150085, -0.22271730455137595, 1.7613416766960978e+18, 
1.582935094833374, 0.934407114982605, -0.23204513083365175, 1.7613416768066557e+18, 
1.6038994789123535, 0.9296344518661499, -0.21940123688174942, 1.7613416769066473e+18, 
1.6211684942245483, 0.9258338809013367, -0.20781041687034113, 1.7613416770026527e+18, 
1.6364279985427856, 0.922718346118927, -0.20411542938953584, 1.7613416771167672e+18, 
1.6498996019363403, 0.9198628664016724, -0.2055278510912986, 1.7613416772066816e+18, 
1.666032314300537, 0.9165046811103821, -0.20455237940387466, 1.761341677306656e+18, 
1.6806368827819824, 0.9140887260437012, -0.15560251773496048, 1.7613416774076529e+18, 
1.6904665231704712, 0.9126788973808289, -0.09503002367843845, 1.7613416774962063e+18, 
1.702616810798645, 0.9116449356079102, -0.0581777256892769, 1.761341677606683e+18, 
1.715726613998413, 0.91143798828125, 0.007887980892318605, 1.7613416777066522e+18, 
1.729110598564148, 0.9117752909660339, 0.06667399458057206, 1.7613416778076723e+18, 
1.7468621730804443, 0.9134364724159241, 0.125259900992386, 1.761341677916092e+18, 
1.757757306098938, 0.9150421619415283, 0.19574488678049748, 1.7613416780067948e+18, 
1.770052433013916, 0.9175754189491272, 0.23784812308937384, 1.7613416781066588e+18, 
1.7860809564590454, 0.9213055968284607, 0.24906224477796357, 1.7613416782076636e+18, 
1.7999409437179565, 0.925062894821167, 0.285079828680765, 1.761341678316101e+18, 
1.81132972240448, 0.9284526109695435, 0.3052601914332138, 1.7613416784066744e+18, 
1.823745608329773, 0.9322366714477539, 0.29494622806123305, 1.761341678506659e+18, 
1.8319504261016846, 0.9351131916046143, 0.29911092079042134, 1.761341678607619e+18, 
1.8464428186416626, 0.9395328164100647, 0.31147551355537983, 1.7613416787166188e+18, 
1.8562864065170288, 0.9424498081207275, 0.27698270449989315, 1.7613416788137295e+18, 
1.863554835319519, 0.9445286393165588, 0.26456990090511484, 1.761341678902667e+18, 
1.8728663921356201, 0.9470615386962891, 0.24267643909586026, 1.7613416790027548e+18, 
1.8834999799728394, 0.9498874545097351, 0.22864694919770723, 1.7613416790997304e+18, 
1.8931586742401123, 0.9522296786308289, 0.23359560230648127, 1.7613416792126648e+18, 
1.9050452709197998, 0.9548934102058411, 0.21992588323911927, 1.7613416793066673e+18, 
1.9138647317886353, 0.9567981958389282, 0.18484409720996453, 1.7613416794066724e+18, 
1.9220755100250244, 0.9587066173553467, 0.1753566141749374, 1.761341679496344e+18, 
1.9370388984680176, 0.9613209366798401, 0.18611779888302046, 1.7613416796061358e+18, 
1.9462169408798218, 0.9630813002586365, 0.18005231522348317, 1.761341679706046e+18, 
1.954996943473816, 0.9647095799446106, 0.16561105737621726, 1.761341679807736e+18, 
1.9638861417770386, 0.9661664366722107, 0.1472768972633925, 1.7613416798984596e+18, 
1.9737149477005005, 0.9677465558052063, 0.1352756054354584, 1.7613416800060372e+18, 
1.9834563732147217, 0.9690411686897278, 0.1303789676255175, 1.76134168010599e+18, 
1.993752121925354, 0.9702418446540833, 0.11673894593813718, 1.7613416802065367e+18, 
1.997794270515442, 0.9707991480827332, 0.100168242737259, 1.7613416802973015e+18, 
2.0049355030059814, 0.9715777039527893, 0.08514901536440359, 1.7613416804070193e+18, 
2.0154240131378174, 0.9722782373428345, 0.07638539295588152, 1.761341680506682e+18, 
2.0234222412109375, 0.9729440212249756, 0.05747008809584187, 1.7613416806068588e+18, 
2.029080867767334, 0.9731898307800293, 0.04547878340773727, 1.761341680697901e+18, 
2.0370068550109863, 0.9736977219581604, 0.033583813451179424, 1.7613416808072607e+18, 
2.043375253677368, 0.9739719033241272, 0.023449095614223696, 1.7613416809066644e+18, 
2.0545618534088135, 0.9744702577590942, 0.034216810472025364, 1.7613416810066765e+18, 
2.064300298690796, 0.9747363924980164, 0.03450768104927386, 1.7613416811160717e+18, 
2.0703022480010986, 0.9748683571815491, 0.03303020678577302, 1.7613416812067167e+18, 
2.0787620544433594, 0.9750118255615234, 0.01691646573144132, 1.7613416813087214e+18, 
2.086858034133911, 0.9752843976020813, 0.020653423851348298, 1.7613416814057864e+18, 
2.0948004722595215, 0.9754409790039062, 0.022587240648974615, 1.7613416815159427e+18, 
2.1022205352783203, 0.9754348397254944, 0.007373038371446482, 1.7613416816076995e+18, 
2.1061923503875732, 0.9756653308868408, -0.00031572069174335126, 1.76134168170772e+18, 
2.1104543209075928, 0.975692093372345, 0.00043625118452051906, 1.761341681804764e+18, 
2.119018316268921, 0.9758281707763672, 0.0033962157128646447, 1.761341681896567e+18, 
2.124028205871582, 0.9757099747657776, 0.011167474756157402, 1.7613416820078385e+18, 
2.1291916370391846, 0.9758468270301819, 0.012881943029722596, 1.7613416821067722e+18, 
2.135155200958252, 0.9757454991340637, 0.014868206766119892, 1.761341682204784e+18, 
2.142089605331421, 0.9759314060211182, 0.010537577388144799, 1.7613416823147535e+18, 
2.1499550342559814, 0.9760934710502625, 0.01593465096793693, 1.7613416824077187e+18, 
2.157904624938965, 0.9760640263557434, 0.011522473498625662, 1.7613416825066862e+18, 
2.1610400676727295, 0.9762654900550842, 0.010148939157527079, 1.7613416826037036e+18, 
2.167070150375366, 0.9762347936630249, 0.0010093982417492449, 1.7613416826962022e+18, 
2.175245523452759, 0.9763866662979126, 0.0030793478892438583, 1.7613416828078523e+18, 
2.1805458068847656, 0.9761617183685303, 0.006277253963145817, 1.7613416829067085e+18, 
2.184032678604126, 0.9762555956840515, 0.004819323312495746, 1.7613416830037903e+18, 
2.188261032104492, 0.97613924741745, 0.004864385611154502, 1.7613416830959744e+18, 
2.1925628185272217, 0.9762693047523499, 0.01237408998265655, 1.7613416832067246e+18, 
2.200660467147827, 0.9763224720954895, 0.011668608483066325, 1.7613416833067062e+18, 
2.204632043838501, 0.9765556454658508, 0.019273443600374696, 1.7613416834027953e+18, 
2.2074034214019775, 0.9766719937324524, 0.019484681512636916, 1.761341683516016e+18, 
2.2138845920562744, 0.9766921997070312, 0.020072384619662847, 1.761341683607742e+18, 
2.2205440998077393, 0.9768359065055847, 0.022047676333532697, 1.7613416837067133e+18, 
2.225151538848877, 0.9769341349601746, 0.024351510023506304, 1.7613416838078062e+18, 
2.229362726211548, 0.9769923090934753, 0.02435152120171247, 1.7613416838960545e+18, 
2.2331807613372803, 0.9771676659584045, 0.024781641955457564, 1.761341684007742e+18, 
2.2390811443328857, 0.9772707223892212, 0.02574648917864938, 1.7613416841067126e+18, 
2.2455222606658936, 0.9774805903434753, 0.027138117815316852, 1.7613416842076708e+18, 
2.249009370803833, 0.9776060581207275, 0.028742425960764387, 1.7613416843122432e+18, 
2.251189708709717, 0.9776764512062073, 0.029013519836655774, 1.7613416844118927e+18, 
2.255518913269043, 0.9778127074241638, 0.030239942836705492, 1.7613416845027213e+18, 
2.260124444961548, 0.9778594970703125, 0.03269731689116091, 1.761341684601824e+18, 
2.2636256217956543, 0.9779789447784424, 0.03399262114134924, 1.7613416846971807e+18, 
2.2667887210845947, 0.9781097173690796, 0.03595381853818488, 1.7613416848087365e+18, 
2.27011775970459, 0.9783027172088623, 0.03595377381311416, 1.761341684907721e+18, 
2.2754228115081787, 0.9783583283424377, 0.03595372908804352, 1.7613416850078572e+18, 
2.28143048286438, 0.9785454273223877, 0.03752915437020151, 1.761341685116916e+18, 
2.2844762802124023, 0.9787136912345886, 0.03752919909828891, 1.7613416852077458e+18, 
2.28704571723938, 0.9787706136703491, 0.038201996982616906, 1.7613416853067256e+18, 
2.2910895347595215, 0.9790341854095459, 0.037989309803032924, 1.7613416854077317e+18, 
2.2957708835601807, 0.9790574908256531, 0.038842847869248985, 1.7613416855160445e+18, 
2.2991867065429688, 0.979276180267334, 0.03884287023532159, 1.7613416856077248e+18, 
2.3018651008605957, 0.9794532656669617, 0.03986378808361524, 1.7613416857068355e+18, 
2.3056118488311768, 0.9795799851417542, 0.04267712262015605, 1.7613416858076954e+18, 
2.309037923812866, 0.9797208905220032, 0.043193039808582426, 1.7613416858977388e+18, 
2.313102960586548, 0.9798177480697632, 0.04319301371383428, 1.761341686007029e+18, 
2.315746784210205, 0.9799782633781433, 0.04237381233942364, 1.761341686106943e+18, 
2.3188154697418213, 0.9800755381584167, 0.04293481385262179, 1.7613416862071355e+18, 
2.3218610286712646, 0.9802311062812805, 0.04350201916072994, 1.7613416862985846e+18, 
2.325397491455078, 0.9804182052612305, 0.0433827779737626, 1.7613416864079414e+18, 
2.3283941745758057, 0.9805587530136108, 0.04206288257947691, 1.761341686506758e+18, 
2.331397771835327, 0.980704665184021, 0.044005018438218885, 1.761341686607174e+18, 
2.3346753120422363, 0.9809415936470032, 0.04754027289609784, 1.76134168669718e+18, 
2.337745428085327, 0.9810172319412231, 0.04714120606102731, 1.7613416867975396e+18, 
2.341045379638672, 0.9811330437660217, 0.04776351795812329, 1.7613416869077747e+18, 
2.3441169261932373, 0.9813725352287292, 0.04731128318308827, 1.7613416870073336e+18, 
2.347695827484131, 0.9815285801887512, 0.04660533755770082, 1.7613416871163894e+18, 
2.350487232208252, 0.9816027879714966, 0.04711171624672847, 1.7613416872087442e+18, 
2.3535006046295166, 0.9817124009132385, 0.04736449000976728, 1.7613416873097551e+18, 
2.356682538986206, 0.9819338321685791, 0.04550433159665635, 1.7613416874068393e+18, 
2.3594062328338623, 0.9820700883865356, 0.04561088764858051, 1.7613416874979735e+18, 
2.3626677989959717, 0.9821369051933289, 0.045378431849928076, 1.761341687608862e+18, 
2.365699529647827, 0.9822843074798584, 0.04542300033424392, 1.7613416877077788e+18, 
2.3685896396636963, 0.9825696349143982, 0.044489793056430166, 1.7613416878057508e+18, 
2.3719048500061035, 0.9826907515525818, 0.04459970632403224, 1.7613416879157686e+18, 
2.3748369216918945, 0.9827398061752319, 0.045593934886614784, 1.7613416880077642e+18, 
2.377943992614746, 0.9830167889595032, 0.04395238272977598, 1.761341688107779e+18, 
2.3808019161224365, 0.983210027217865, 0.044429924496776574, 1.7613416882047552e+18, 
2.384018659591675, 0.9832586646080017, 0.04505958952518823, 1.7613416882978317e+18, 
2.3872737884521484, 0.9834461808204651, 0.04334172335123253, 1.7613416884078863e+18, 
2.3906033039093018, 0.9836432337760925, 0.040172595127976087, 1.7613416885077558e+18, 
